# HOMER Differential Peaks
# Original Peak File = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1_WT_KO_merged_peaks.txt
# Peak File Tag Directory = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1WT
# Background Tag Directory = /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1KO
#
# Mode = Peaks enriched over background
# Differential peaks = 1729
# Fraction of original peaks = 1.99%
# Original number of peaks = 86750
# Size of region used to count tags = given peak sizes (-fixed)
# Fold change cutoff = 4.00
# Poisson p-value cutoff = 1.00e-04
# strand = 2 (tags counted on 0=+strand, 1=-strand, 2=both strands)
# peak directory tagAdjust = 66
# background directory tagAdjust = 190
#
# cmd = getDifferentialPeaks /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1_WT_KO_merged_peaks.txt /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1WT /exports/humgen/jihed/Snakemake_ChIP_seq_pipeline/results/mapped/DN1_ATAC/DN1KO
#
#PeakID	chr	start	end	strand	score	focus ratio/other	Total Tags	Background Tags	Fold Change vs. Background	p-value
Merged-chr16-45403286-1	chr16	45403228	45403345	+	0.000	0.000	11.5	1.6	7.19	1.03e-06
Merged-chr16-52336989-1	chr16	52336892	52337087	+	0.000	0.000	7.0	0.4	17.50	2.18e-07
Merged-chr16-55459955-1	chr16	55459888	55460022	+	0.000	0.000	9.5	1.4	6.79	1.63e-05
Merged-chr16-57143505-1	chr16	57143447	57143563	+	0.000	0.000	10.0	1.2	8.33	5.77e-07
Merged-chr16-60084192-1	chr16	60084101	60084283	+	0.000	0.000	11.5	2.6	4.42	8.68e-05
Merged-chr16-70348480-1	chr16	70348392	70348569	+	0.000	0.000	13.0	3.2	4.06	3.12e-05
Merged-chr16-74903232-1	chr16	74903130	74903334	+	0.000	0.000	11.0	1.8	6.11	3.13e-06
Merged-chr16-78461627-1	chr16	78461559	78461695	+	0.000	0.000	12.0	1.6	7.50	1.35e-07
Merged-chr16-78555026-1	chr16	78554932	78555121	+	0.000	0.000	16.0	2.2	7.27	1.83e-09
Merged-chr16-89289660-1	chr16	89289595	89289726	+	0.000	0.000	12.5	1.2	10.42	6.18e-09
Merged-chr16-89636551-1	chr16	89636405	89636698	+	0.000	0.000	5.0	0.2	25.00	2.18e-06
Merged-chr16-90364520-2	chr16	90364415	90364642	+	0.000	0.000	50.0	7.8	6.41	6.42e-24
Merged-chr16-90767225-1	chr16	90767136	90767314	+	0.000	0.000	12.0	2.8	4.29	3.74e-05
Merged-chr16-92920062-1	chr16	92919993	92920131	+	0.000	0.000	12.0	0.8	15.00	6.45e-11
Merged-chr16-93062060-1	chr16	93062001	93062120	+	0.000	0.000	17.0	1.6	10.62	1.84e-12
Merged-chr16-93990254-1	chr16	93990142	93990366	+	0.000	0.000	10.5	1.8	5.83	1.94e-05
Merged-chr16-94009677-1	chr16	94009560	94009795	+	0.000	0.000	22.5	3.4	6.62	1.72e-11
Merged-chr16-94246021-1	chr16	94245897	94246146	+	0.000	0.000	38.0	6.6	5.76	4.35e-17
Merged-chr16-94297170-1	chr16	94297092	94297248	+	0.000	0.000	8.0	1.0	8.00	1.03e-05
Merged-chr16-95347670-2	chr16	95347377	95347841	+	0.000	0.000	45.0	10.8	4.17	7.12e-15
Merged-chr16-95419384-1	chr16	95419327	95419441	+	0.000	0.000	26.5	6.4	4.14	4.92e-09
Merged-chr16-97035276-1	chr16	97035182	97035370	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr16-97255703-1	chr16	97255625	97255782	+	0.000	0.000	16.5	3.8	4.34	2.59e-06
Merged-chr16-97977545-1	chr16	97977443	97977647	+	0.000	0.000	18.5	2.2	8.41	2.85e-11
Merged-chr17-3240329-1	chr17	3240244	3240415	+	0.000	0.000	15.5	3.8	4.08	1.11e-05
Merged-chr17-3353117-2	chr17	3352936	3353371	+	0.000	0.000	11.0	2.6	4.23	8.68e-05
Merged-chr17-4743877-1	chr17	4743783	4743971	+	0.000	0.000	28.0	4.8	5.83	3.84e-13
Merged-chr17-8009757-1	chr17	8009640	8009874	+	0.000	0.000	8.0	0.2	40.00	5.20e-11
Merged-chr17-8868975-1	chr17	8868822	8869128	+	0.000	0.000	71.5	17.0	4.21	1.47e-22
Merged-chr17-8940977-1	chr17	8940905	8941050	+	0.000	0.000	16.0	3.2	5.00	2.90e-07
Merged-chr17-9024828-1	chr17	9024768	9024888	+	0.000	0.000	11.0	2.0	5.50	8.31e-06
Merged-chr17-12195218-1	chr17	12195037	12195399	+	0.000	0.000	28.0	5.6	5.00	1.34e-11
Merged-chr17-12266963-1	chr17	12266909	12267018	+	0.000	0.000	31.5	5.4	5.83	3.35e-14
Merged-chr17-12701717-1	chr17	12701663	12701772	+	0.000	0.000	10.5	1.6	6.56	7.15e-06
Merged-chr17-13486684-1	chr17	13486601	13486768	+	0.000	0.000	6.5	0.4	16.25	3.81e-06
Merged-chr17-13713664-1	chr17	13713606	13713723	+	0.000	0.000	50.5	7.2	7.01	2.11e-25
Merged-chr17-13973963-1	chr17	13973871	13974055	+	0.000	0.000	18.0	0.4	45.00	7.20e-24
Merged-chr17-14224632-1	chr17	14224507	14224757	+	0.000	0.000	12.0	2.0	6.00	1.37e-06
Merged-chr17-14856743-1	chr17	14856637	14856849	+	0.000	0.000	34.0	5.2	6.54	4.85e-17
Merged-chr17-15319682-1	chr17	15319604	15319761	+	0.000	0.000	9.0	1.0	9.00	1.13e-06
Merged-chr17-21227237-1	chr17	21227135	21227340	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr17-23962807-1	chr17	23962719	23962895	+	0.000	0.000	19.0	4.2	4.52	1.08e-07
Merged-chr17-24051185-1	chr17	24051120	24051251	+	0.000	0.000	10.5	1.8	5.83	1.94e-05
Merged-chr17-24874028-1	chr17	24873951	24874106	+	0.000	0.000	9.5	1.4	6.79	1.63e-05
Merged-chr17-25210890-1	chr17	25210722	25211059	+	0.000	0.000	30.0	5.8	5.17	1.12e-12
Merged-chr17-25618171-1	chr17	25618097	25618246	+	0.000	0.000	11.0	2.2	5.00	1.98e-05
Merged-chr17-26352818-1	chr17	26352717	26352920	+	0.000	0.000	14.5	2.4	6.04	2.60e-07
Merged-chr17-26519911-1	chr17	26519841	26519982	+	0.000	0.000	11.0	1.6	6.87	1.03e-06
Merged-chr17-26602181-1	chr17	26602082	26602280	+	0.000	0.000	29.5	5.6	5.27	2.56e-12
Merged-chr17-27259232-1	chr17	27259139	27259326	+	0.000	0.000	19.0	2.2	8.64	3.28e-12
Merged-chr17-27411873-1	chr17	27411800	27411947	+	0.000	0.000	13.5	3.0	4.50	1.62e-05
Merged-chr17-27528824-1	chr17	27528764	27528885	+	0.000	0.000	14.5	2.4	6.04	2.60e-07
Merged-chr17-27543705-1	chr17	27543649	27543762	+	0.000	0.000	26.0	4.8	5.42	1.28e-11
Merged-chr17-27600983-1	chr17	27600880	27601086	+	0.000	0.000	21.0	4.8	4.37	4.16e-08
Merged-chr17-28057791-1	chr17	28057696	28057886	+	0.000	0.000	12.0	2.4	5.00	8.46e-06
Merged-chr17-28814688-1	chr17	28814608	28814769	+	0.000	0.000	17.5	3.4	5.15	1.25e-07
Merged-chr17-29680199-1	chr17	29680135	29680263	+	0.000	0.000	8.0	0.6	13.33	2.29e-07
Merged-chr17-30545011-1	chr17	30544891	30545132	+	0.000	0.000	5.5	0.4	13.75	5.72e-05
Merged-chr17-30696346-1	chr17	30696278	30696415	+	0.000	0.000	11.5	2.4	4.79	4.31e-05
Merged-chr17-30859893-1	chr17	30859834	30859952	+	0.000	0.000	21.0	0.8	26.25	8.12e-23
Merged-chr17-31497956-1	chr17	31497889	31498023	+	0.000	0.000	26.5	6.2	4.27	2.61e-09
Merged-chr17-31725224-1	chr17	31725140	31725309	+	0.000	0.000	10.0	1.6	6.25	7.15e-06
Merged-chr17-32203350-1	chr17	32203247	32203453	+	0.000	0.000	14.0	2.8	5.00	1.56e-06
Merged-chr17-34520953-1	chr17	34520880	34521026	+	0.000	0.000	6.0	0.4	15.00	3.81e-06
Merged-chr17-34958301-1	chr17	34958202	34958401	+	0.000	0.000	7.0	0.8	8.75	1.87e-05
Merged-chr17-36496901-1	chr17	36496839	36496963	+	0.000	0.000	12.5	2.2	5.68	3.57e-06
Merged-chr17-37394904-1	chr17	37394829	37394980	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr17-40987338-1	chr17	40987261	40987415	+	0.000	0.000	11.5	1.6	7.19	1.03e-06
Merged-chr17-43110768-1	chr17	43110664	43110873	+	0.000	0.000	14.5	2.8	5.18	1.56e-06
Merged-chr17-45011985-1	chr17	45011893	45012078	+	0.000	0.000	10.0	1.4	7.14	2.25e-06
Merged-chr17-45323887-1	chr17	45323794	45323981	+	0.000	0.000	17.0	1.4	12.14	2.29e-13
Merged-chr17-45914480-1	chr17	45914413	45914548	+	0.000	0.000	12.0	1.6	7.50	1.35e-07
Merged-chr17-46722505-1	chr17	46722420	46722590	+	0.000	0.000	32.5	4.0	8.12	1.46e-18
Merged-chr17-47468645-1	chr17	47468586	47468704	+	0.000	0.000	18.0	3.8	4.74	1.19e-07
Merged-chr17-47846034-1	chr17	47845959	47846110	+	0.000	0.000	13.5	1.6	8.44	1.65e-08
Merged-chr17-48996648-1	chr17	48996590	48996707	+	0.000	0.000	15.5	2.0	7.75	3.87e-09
Merged-chr17-51485182-1	chr17	51485027	51485337	+	0.000	0.000	22.0	5.0	4.40	1.82e-08
Merged-chr17-51648905-1	chr17	51648828	51648982	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr17-51780161-1	chr17	51780065	51780257	+	0.000	0.000	10.5	1.6	6.56	7.15e-06
Merged-chr17-53901500-1	chr17	53901426	53901575	+	0.000	0.000	16.5	1.4	11.78	2.80e-12
Merged-chr17-62470032-1	chr17	62469942	62470123	+	0.000	0.000	32.0	7.0	4.57	4.86e-12
Merged-chr17-63988894-1	chr17	63988807	63988981	+	0.000	0.000	21.0	3.2	6.56	3.79e-11
Merged-chr17-66138228-1	chr17	66138171	66138285	+	0.000	0.000	9.0	1.4	6.43	1.63e-05
Merged-chr17-67378049-1	chr17	67377969	67378130	+	0.000	0.000	11.5	2.6	4.42	8.68e-05
Merged-chr17-67999978-1	chr17	67999909	68000048	+	0.000	0.000	30.0	5.0	6.00	2.82e-14
Merged-chr17-68133151-1	chr17	68133087	68133215	+	0.000	0.000	22.5	2.8	8.04	4.24e-13
Merged-chr17-68133478-1	chr17	68133376	68133581	+	0.000	0.000	19.0	3.6	5.28	1.02e-08
Merged-chr17-69608973-1	chr17	69608894	69609053	+	0.000	0.000	12.0	0.8	15.00	6.45e-11
Merged-chr17-72111460-1	chr17	72111380	72111540	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr17-73022823-1	chr17	73022681	73022966	+	0.000	0.000	44.0	10.8	4.07	2.99e-14
Merged-chr17-74283507-1	chr17	74283419	74283596	+	0.000	0.000	8.5	1.0	8.50	1.03e-05
Merged-chr17-75584745-1	chr17	75584686	75584804	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr17-80534280-1	chr17	80534146	80534415	+	0.000	0.000	11.5	1.0	11.50	1.01e-08
Merged-chr17-81048636-1	chr17	81048541	81048732	+	0.000	0.000	29.5	5.4	5.46	1.08e-12
Merged-chr17-81056248-1	chr17	81056160	81056337	+	0.000	0.000	43.0	8.4	5.12	2.55e-17
Merged-chr17-83112350-1	chr17	83112274	83112426	+	0.000	0.000	7.5	0.8	9.37	1.87e-05
Merged-chr17-83207107-1	chr17	83207016	83207199	+	0.000	0.000	11.0	1.6	6.87	1.03e-06
Merged-chr17-83255775-1	chr17	83255697	83255854	+	0.000	0.000	14.0	3.4	4.12	1.36e-05
Merged-chr17-83559294-1	chr17	83559207	83559381	+	0.000	0.000	30.5	6.8	4.48	5.08e-11
Merged-chr17-83964810-1	chr17	83964734	83964886	+	0.000	0.000	38.5	9.4	4.10	1.98e-12
Merged-chr17-84760503-1	chr17	84760323	84760683	+	0.000	0.000	17.5	1.6	10.94	1.84e-12
Merged-chr17-84779260-1	chr17	84779156	84779365	+	0.000	0.000	20.0	1.8	11.11	9.48e-15
Merged-chr17-85864374-1	chr17	85864263	85864485	+	0.000	0.000	17.0	1.8	9.44	1.13e-11
Merged-chr17-87561971-1	chr17	87561888	87562054	+	0.000	0.000	31.0	5.6	5.54	8.52e-14
Merged-chr17-87704352-1	chr17	87704281	87704424	+	0.000	0.000	11.0	2.2	5.00	1.98e-05
Merged-chr17-87766237-2	chr17	87766107	87766392	+	0.000	0.000	41.5	4.2	9.88	1.78e-26
Merged-chr17-88316963-1	chr17	88316849	88317077	+	0.000	0.000	15.5	2.6	5.96	1.14e-07
Merged-chr17-88683278-1	chr17	88683214	88683342	+	0.000	0.000	11.5	1.6	7.19	1.03e-06
Merged-chr18-3655514-1	chr18	3655451	3655577	+	0.000	0.000	12.0	2.2	5.45	3.57e-06
Merged-chr18-4488059-1	chr18	4487984	4488134	+	0.000	0.000	9.5	0.6	15.83	1.53e-08
Merged-chr18-4972452-1	chr18	4972394	4972510	+	0.000	0.000	11.5	2.2	5.23	1.98e-05
Merged-chr18-5059268-3	chr18	5059036	5059473	+	0.000	0.000	66.0	13.0	5.08	1.71e-25
Merged-chr18-5146379-1	chr18	5146315	5146444	+	0.000	0.000	33.5	7.6	4.41	8.65e-12
Merged-chr18-5575190-1	chr18	5575131	5575250	+	0.000	0.000	8.0	0.4	20.00	1.09e-08
Merged-chr18-7740409-2	chr18	7740258	7740617	+	0.000	0.000	18.0	3.4	5.29	2.34e-08
Merged-chr18-8665787-1	chr18	8665724	8665850	+	0.000	0.000	12.5	2.8	4.46	3.74e-05
Merged-chr18-10568638-1	chr18	10568575	10568701	+	0.000	0.000	11.5	2.0	5.75	8.31e-06
Merged-chr18-11107261-1	chr18	11107183	11107340	+	0.000	0.000	11.0	2.6	4.23	8.68e-05
Merged-chr18-11890954-1	chr18	11890829	11891079	+	0.000	0.000	19.5	4.0	4.87	5.16e-08
Merged-chr18-12763387-1	chr18	12763303	12763472	+	0.000	0.000	23.0	5.4	4.26	1.57e-08
Merged-chr18-12815158-1	chr18	12815099	12815217	+	0.000	0.000	12.5	1.6	7.81	1.35e-07
Merged-chr18-13127806-1	chr18	13127725	13127888	+	0.000	0.000	9.5	0.2	47.50	1.16e-12
Merged-chr18-13774901-1	chr18	13774824	13774979	+	0.000	0.000	23.0	3.6	6.39	7.76e-12
Merged-chr18-13858605-1	chr18	13858540	13858670	+	0.000	0.000	7.0	0.6	11.67	3.05e-06
Merged-chr18-14004492-1	chr18	14004420	14004565	+	0.000	0.000	16.5	4.0	4.12	4.90e-06
Merged-chr18-14438498-3	chr18	14438350	14438704	+	0.000	0.000	46.0	8.2	5.61	6.57e-20
Merged-chr18-20349529-1	chr18	20349455	20349603	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr18-20694139-1	chr18	20694054	20694224	+	0.000	0.000	11.5	2.2	5.23	1.98e-05
Merged-chr18-21198160-1	chr18	21198086	21198234	+	0.000	0.000	5.5	0.2	27.50	2.18e-06
Merged-chr18-23885353-1	chr18	23885279	23885428	+	0.000	0.000	19.5	2.8	6.96	1.82e-10
Merged-chr18-31856918-1	chr18	31856856	31856980	+	0.000	0.000	28.0	5.0	5.60	9.95e-13
Merged-chr18-33171278-1	chr18	33171222	33171334	+	0.000	0.000	10.0	1.8	5.56	1.94e-05
Merged-chr18-33959395-1	chr18	33959260	33959530	+	0.000	0.000	10.5	1.4	7.50	2.25e-06
Merged-chr18-34050019-1	chr18	34049962	34050077	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr18-34426886-1	chr18	34426814	34426958	+	0.000	0.000	12.5	2.8	4.46	3.74e-05
Merged-chr18-37423482-1	chr18	37423394	37423571	+	0.000	0.000	13.5	2.4	5.62	1.54e-06
Merged-chr18-37943558-1	chr18	37943500	37943617	+	0.000	0.000	9.5	1.2	7.92	4.86e-06
Merged-chr18-38822347-1	chr18	38822279	38822416	+	0.000	0.000	17.5	3.8	4.60	5.71e-07
Merged-chr18-39651443-1	chr18	39651377	39651509	+	0.000	0.000	9.0	1.6	5.62	4.54e-05
Merged-chr18-42036380-1	chr18	42036290	42036471	+	0.000	0.000	13.5	2.0	6.75	2.08e-07
Merged-chr18-42892801-1	chr18	42892692	42892910	+	0.000	0.000	11.0	2.2	5.00	1.98e-05
Merged-chr18-42975956-3	chr18	42975805	42976153	+	0.000	0.000	7.0	0.6	11.67	3.05e-06
Merged-chr18-53444800-1	chr18	53444633	53444967	+	0.000	0.000	12.0	2.8	4.29	3.74e-05
Merged-chr18-54043213-1	chr18	54043127	54043300	+	0.000	0.000	11.5	0.8	14.37	9.68e-10
Merged-chr18-60173275-1	chr18	60173169	60173382	+	0.000	0.000	6.0	0.2	30.00	7.28e-08
Merged-chr18-60879935-1	chr18	60879842	60880029	+	0.000	0.000	17.5	2.8	6.25	8.09e-09
Merged-chr18-61117289-1	chr18	61117207	61117372	+	0.000	0.000	17.5	3.8	4.60	5.71e-07
Merged-chr18-61705273-1	chr18	61705207	61705340	+	0.000	0.000	24.0	3.6	6.67	1.16e-12
Merged-chr18-62324409-1	chr18	62324339	62324480	+	0.000	0.000	11.0	2.4	4.58	4.31e-05
Merged-chr18-62854099-3	chr18	62853900	62854359	+	0.000	0.000	51.0	6.8	7.50	2.38e-27
Merged-chr18-65981176-1	chr18	65981097	65981255	+	0.000	0.000	10.0	1.2	8.33	5.77e-07
Merged-chr18-66510376-1	chr18	66510315	66510437	+	0.000	0.000	10.5	1.2	8.75	5.77e-07
Merged-chr18-66574935-1	chr18	66574869	66575002	+	0.000	0.000	8.0	0.6	13.33	2.29e-07
Merged-chr18-67978467-1	chr18	67978404	67978531	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr18-69074121-1	chr18	69074033	69074210	+	0.000	0.000	14.5	2.6	5.58	6.64e-07
Merged-chr18-74627099-1	chr18	74626926	74627273	+	0.000	0.000	29.0	6.0	4.83	1.29e-11
Merged-chr18-74975644-1	chr18	74975586	74975703	+	0.000	0.000	12.0	2.2	5.45	3.57e-06
Merged-chr18-76408042-1	chr18	76407967	76408117	+	0.000	0.000	12.0	0.4	30.00	2.35e-14
Merged-chr18-76860205-1	chr18	76860109	76860302	+	0.000	0.000	30.0	6.0	5.00	2.56e-12
Merged-chr18-76872990-1	chr18	76872930	76873050	+	0.000	0.000	10.0	1.8	5.56	1.94e-05
Merged-chr18-77400231-1	chr18	77400175	77400287	+	0.000	0.000	12.0	1.0	12.00	8.32e-10
Merged-chr18-77814035-1	chr18	77813973	77814098	+	0.000	0.000	16.0	1.8	8.89	1.07e-10
Merged-chr18-78034071-1	chr18	78033977	78034165	+	0.000	0.000	16.0	3.4	4.71	6.34e-07
Merged-chr18-82295147-1	chr18	82295091	82295203	+	0.000	0.000	7.0	0.6	11.67	3.05e-06
Merged-chr18-82388836-1	chr18	82388766	82388907	+	0.000	0.000	8.0	0.2	40.00	5.20e-11
Merged-chr18-82644693-1	chr18	82644624	82644763	+	0.000	0.000	8.5	0.6	14.17	2.29e-07
Merged-chr18-83208463-1	chr18	83208409	83208518	+	0.000	0.000	7.5	0.4	18.75	2.18e-07
Merged-chr19-3630631-1	chr19	3630544	3630718	+	0.000	0.000	22.0	1.8	12.22	6.60e-17
Merged-chr19-3903258-1	chr19	3903127	3903389	+	0.000	0.000	61.5	15.2	4.05	8.10e-19
Merged-chr19-3923934-1	chr19	3923806	3924062	+	0.000	0.000	29.5	4.8	6.15	6.32e-14
Merged-chr19-4682532-1	chr19	4682401	4682664	+	0.000	0.000	10.0	1.8	5.56	1.94e-05
Merged-chr19-4787568-1	chr19	4787497	4787639	+	0.000	0.000	12.0	0.6	20.00	2.50e-12
Merged-chr19-4909852-1	chr19	4909761	4909944	+	0.000	0.000	7.5	0.6	12.50	3.05e-06
Merged-chr19-6851129-1	chr19	6851073	6851185	+	0.000	0.000	20.5	3.6	5.69	1.81e-09
Merged-chr19-10213545-1	chr19	10213430	10213661	+	0.000	0.000	28.5	6.8	4.19	9.73e-10
Merged-chr19-10373280-1	chr19	10373225	10373336	+	0.000	0.000	13.5	2.0	6.75	2.08e-07
Merged-chr19-11785662-1	chr19	11785581	11785743	+	0.000	0.000	15.0	3.6	4.17	5.94e-06
Merged-chr19-13550454-1	chr19	13550397	13550511	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr19-16238408-1	chr19	16238345	16238471	+	0.000	0.000	12.5	2.8	4.46	3.74e-05
Merged-chr19-17366931-1	chr19	17366838	17367024	+	0.000	0.000	14.0	3.2	4.37	6.99e-06
Merged-chr19-17719677-1	chr19	17719584	17719771	+	0.000	0.000	26.0	3.6	7.22	2.28e-14
Merged-chr19-22634100-1	chr19	22634043	22634157	+	0.000	0.000	15.0	3.0	5.00	6.71e-07
Merged-chr19-24078960-1	chr19	24078889	24079032	+	0.000	0.000	11.5	2.0	5.75	8.31e-06
Merged-chr19-24423350-1	chr19	24423275	24423426	+	0.000	0.000	9.0	0.8	11.25	1.66e-07
Merged-chr19-24434449-1	chr19	24434290	24434609	+	0.000	0.000	13.0	1.2	10.83	5.66e-10
Merged-chr19-24485505-1	chr19	24485327	24485684	+	0.000	0.000	39.0	6.2	6.29	9.44e-19
Merged-chr19-24788562-1	chr19	24788507	24788618	+	0.000	0.000	7.0	0.8	8.75	1.87e-05
Merged-chr19-26424767-1	chr19	26424704	26424831	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
Merged-chr19-26789232-1	chr19	26789153	26789312	+	0.000	0.000	8.5	1.0	8.50	1.03e-05
Merged-chr19-27121137-1	chr19	27121064	27121210	+	0.000	0.000	13.0	3.2	4.06	3.12e-05
Merged-chr19-29187970-1	chr19	29187916	29188024	+	0.000	0.000	12.5	3.0	4.17	7.14e-05
Merged-chr19-29658120-1	chr19	29658062	29658178	+	0.000	0.000	18.0	2.8	6.43	1.25e-09
Merged-chr19-29703049-2	chr19	29702820	29703313	+	0.000	0.000	61.5	14.8	4.16	2.36e-19
Merged-chr19-31990594-1	chr19	31990441	31990747	+	0.000	0.000	16.5	3.8	4.34	2.59e-06
Merged-chr19-34941781-1	chr19	34941722	34941841	+	0.000	0.000	8.0	1.2	6.67	3.70e-05
Merged-chr19-35322846-1	chr19	35322771	35322921	+	0.000	0.000	10.0	1.8	5.56	1.94e-05
Merged-chr19-36356386-1	chr19	36356310	36356462	+	0.000	0.000	12.5	1.4	8.93	3.27e-08
Merged-chr19-37842447-2	chr19	37842327	37842566	+	0.000	0.000	27.5	5.6	4.91	6.74e-11
Merged-chr19-38421144-1	chr19	38421024	38421264	+	0.000	0.000	11.0	2.4	4.58	4.31e-05
Merged-chr19-38427674-1	chr19	38427557	38427792	+	0.000	0.000	15.0	3.6	4.17	5.94e-06
Merged-chr19-40552322-1	chr19	40552263	40552381	+	0.000	0.000	11.5	1.8	6.39	3.13e-06
Merged-chr19-40788725-4	chr19	40788497	40788918	+	0.000	0.000	72.0	17.2	4.19	6.59e-23
Merged-chr19-40850538-1	chr19	40850478	40850599	+	0.000	0.000	12.0	1.2	10.00	6.18e-09
Merged-chr19-42270126-1	chr19	42270059	42270193	+	0.000	0.000	17.5	3.2	5.47	5.38e-08
Merged-chr19-43784940-1	chr19	43784861	43785019	+	0.000	0.000	26.5	6.2	4.27	2.61e-09
Merged-chr19-46249316-1	chr19	46249251	46249381	+	0.000	0.000	10.0	1.4	7.14	2.25e-06
Merged-chr19-46989819-1	chr19	46989667	46989971	+	0.000	0.000	14.5	2.2	6.59	9.26e-08
Merged-chr19-53282146-1	chr19	53282049	53282244	+	0.000	0.000	34.0	6.8	5.00	9.46e-14
Merged-chr19-56306800-1	chr19	56306745	56306856	+	0.000	0.000	11.0	1.2	9.17	6.23e-08
Merged-chr19-57322731-1	chr19	57322664	57322798	+	0.000	0.000	8.5	1.2	7.08	3.70e-05
Merged-chr19-57707147-1	chr19	57707072	57707222	+	0.000	0.000	7.0	0.6	11.67	3.05e-06
Merged-chr19-57715833-1	chr19	57715771	57715896	+	0.000	0.000	20.0	2.6	7.69	6.95e-12
Merged-chr19-59791599-1	chr19	59791543	59791656	+	0.000	0.000	8.0	0.8	10.00	1.87e-06
Merged-chr19-60590748-1	chr19	60590689	60590807	+	0.000	0.000	10.5	1.6	6.56	7.15e-06
Merged-chr19-60990200-1	chr19	60990130	60990271	+	0.000	0.000	16.5	2.8	5.89	4.96e-08
Merged-chrX-7018564-1	chrX	7018505	7018624	+	0.000	0.000	16.5	2.8	5.89	4.96e-08
Merged-chrX-7276631-1	chrX	7276454	7276809	+	0.000	0.000	38.5	3.4	11.32	1.10e-26
Merged-chrX-8066221-1	chrX	8066164	8066279	+	0.000	0.000	13.5	2.2	6.14	5.96e-07
Merged-chrX-9461706-1	chrX	9461610	9461802	+	0.000	0.000	13.0	2.2	5.91	5.96e-07
Merged-chrX-10976663-1	chrX	10976590	10976737	+	0.000	0.000	5.0	0.4	12.50	5.72e-05
Merged-chrX-11232760-1	chrX	11232682	11232839	+	0.000	0.000	11.0	1.0	11.00	1.01e-08
Merged-chrX-11684625-1	chrX	11684558	11684693	+	0.000	0.000	9.0	1.0	9.00	1.13e-06
Merged-chrX-12026342-1	chrX	12026282	12026403	+	0.000	0.000	7.5	0.2	37.50	2.08e-09
Merged-chrX-12287852-1	chrX	12287787	12287917	+	0.000	0.000	16.0	1.2	13.33	2.87e-13
Merged-chrX-14436318-1	chrX	14436224	14436412	+	0.000	0.000	13.5	2.6	5.19	3.63e-06
Merged-chrX-16723170-1	chrX	16723074	16723266	+	0.000	0.000	9.0	1.0	9.00	1.13e-06
Merged-chrX-17404082-1	chrX	17403989	17404175	+	0.000	0.000	9.5	0.2	47.50	1.16e-12
Merged-chrX-19694113-1	chrX	19694047	19694180	+	0.000	0.000	7.0	0.2	35.00	2.08e-09
Merged-chrX-21223569-1	chrX	21223469	21223669	+	0.000	0.000	8.5	1.2	7.08	3.70e-05
Merged-chrX-36285827-1	chrX	36285754	36285901	+	0.000	0.000	11.0	1.6	6.87	1.03e-06
Merged-chrX-37179652-1	chrX	37179568	37179737	+	0.000	0.000	16.0	3.8	4.21	2.59e-06
Merged-chrX-40001778-1	chrX	40001653	40001903	+	0.000	0.000	16.5	2.8	5.89	4.96e-08
Merged-chrX-41284316-1	chrX	41284251	41284381	+	0.000	0.000	10.0	0.8	12.50	1.33e-08
Merged-chrX-41358758-1	chrX	41358675	41358842	+	0.000	0.000	17.5	4.0	4.37	1.13e-06
Merged-chrX-47166491-1	chrX	47166416	47166567	+	0.000	0.000	10.5	1.0	10.50	1.11e-07
Merged-chrX-48923656-1	chrX	48923579	48923733	+	0.000	0.000	11.5	2.4	4.79	4.31e-05
Merged-chrX-53129803-1	chrX	53129740	53129867	+	0.000	0.000	21.0	4.6	4.56	2.06e-08
Merged-chrX-53701721-1	chrX	53701657	53701785	+	0.000	0.000	11.5	2.4	4.79	4.31e-05
Merged-chrX-56986858-1	chrX	56986804	56986912	+	0.000	0.000	7.5	0.2	37.50	2.08e-09
Merged-chrX-68564067-1	chrX	68563992	68564142	+	0.000	0.000	10.0	1.0	10.00	1.11e-07
Merged-chrX-73356605-1	chrX	73356512	73356699	+	0.000	0.000	19.5	4.6	4.24	4.19e-07
Merged-chrX-73398366-1	chrX	73398301	73398431	+	0.000	0.000	9.0	1.2	7.50	4.86e-06
